一级标签,二级标签,标签定义,用户问题,标准回答,回答来源,法规依据,依据编码,关键词,同义词,风险等级,适用场景,备注
安全用气,设备安全,,燃气热水器排烟管为什么不能接入公共烟道？,公共烟道是正压或微正压排烟系统而燃气热水器需要负压（自然抽力）排烟。若接入公共烟道：1.公共烟道的油烟机排风会反灌入热水器导致燃烧废气（含CO）倒灌入室内；2.烟道油垢积聚在热水器排烟口有火灾风险；3.排烟阻力增大会导致热水器燃烧不完全产生大量CO。热水器必须使用独立的排烟管单独伸出室外且排烟口不得朝向门窗和新风口。,国家级法规,GB 6932-2015；CJJ 12-2013,,,,高,,
安全用气,设备安全,,燃气热水器可以用多少年？怎么判断该换了？,燃气热水器判废年限：人工煤气热水器6年，天然气/液化气热水器8年。以下情况应提前更换：排烟管腐蚀穿孔、水箱漏水、燃烧时有异常噪音和气味、反复出现故障维修、维修配件已停产。超期热水器存在CO泄漏和火灾风险。,国家级法规,GB 16410-2020,,,,中,,
安全用气,设备安全,,燃气器具-热水器-常见问题1：我想要了解燃气器具中关于热水器方面的详细信息，请问有什么需要注意的？,关于燃气器具热水器方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,设备安全,,燃气器具-热水器-常见问题2：我想要了解燃气器具中关于热水器方面的详细信息，请问有什么需要注意的？,关于燃气器具热水器方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,设备安全,,燃气器具-热水器-常见问题3：我想要了解燃气器具中关于热水器方面的详细信息，请问有什么需要注意的？,关于燃气器具热水器方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,设备安全,,燃气器具-胶管更换-常见问题1：我想要了解燃气器具中关于胶管更换方面的详细信息，请问有什么需要注意的？,关于燃气器具胶管更换方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,设备安全,,燃气器具-胶管更换-常见问题2：我想要了解燃气器具中关于胶管更换方面的详细信息，请问有什么需要注意的？,关于燃气器具胶管更换方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,设备安全,,燃气器具-胶管更换-常见问题3：我想要了解燃气器具中关于胶管更换方面的详细信息，请问有什么需要注意的？,关于燃气器具胶管更换方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,设备安全,,想请教燃气器具的胶管更换会有什么后果,感谢您的咨询。关于燃气器具的胶管更换问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,衡阳市天然气有限责任公司,GB 16410-2020,,,,中,,
安全用气,设备安全,,关于燃气器具的胶管更换有没有优惠,感谢您的咨询。关于燃气器具的胶管更换问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,衡阳市天然气有限责任公司,GB 16410-2020,,,,中,,
安全用气,设备安全,,我想了解燃气器具的胶管更换有没有限制,感谢您的咨询。关于燃气器具的胶管更换问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,衡阳市天然气有限责任公司,GB 16410-2020,,,,中,,
安全用气,设备安全,,帮忙解答燃气器具的胶管更换需要哪些材料,感谢您的咨询。关于燃气器具的胶管更换问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,湖南省地方法规,GB 16410-2020,,,,中,,
安全用气,设备安全,,燃气器具的胶管更换怎么预约,感谢您的咨询。关于燃气器具的胶管更换问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,国家级法规,GB 16410-2020,,,,中,,
安全用气,设备安全,,能不能讲讲燃气器具的胶管更换怎么取消,感谢您的咨询。关于燃气器具的胶管更换问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,衡阳市天然气有限责任公司,GB 16410-2020,,,,中,,
安全用气,设备安全,,燃气器具的胶管更换怎么操作,感谢您的咨询。关于燃气器具的胶管更换问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,衡阳市天然气有限责任公司,GB 16410-2020,,,,中,,
安全用气,设备安全,,怎么判断燃气软管该换了？,燃气软管更换判断标准：传统橡胶软管使用超过2年（从安装日期算起）必须更换；软管表面出现龟裂硬化变色发粘的任何一种现象立即更换；软管接口处喉箍松动或生锈需重新紧固或更换；闻到软管附近有燃气味立即停用检查。建议每季度目视检查一次软管状态。推荐提前更换为不锈钢波纹管一劳永逸。,国家级法规,CJJ 94-2009,,,,高,,
安全用气,用气常识,,商业工业-锅炉用气-常见问题1：我想要了解商业工业中关于锅炉用气方面的详细信息，请问有什么需要注意的？,关于商业工业锅炉用气方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,用气常识,,商业工业-锅炉用气-常见问题2：我想要了解商业工业中关于锅炉用气方面的详细信息，请问有什么需要注意的？,关于商业工业锅炉用气方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,用气常识,,商业工业-锅炉用气-常见问题3：我想要了解商业工业中关于锅炉用气方面的详细信息，请问有什么需要注意的？,关于商业工业锅炉用气方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,泄漏处置,,餐饮店必须安装可燃气体报警器吗？,是的强制安装。依据《安全生产法》及消防验收要求餐饮等商业用户必须安装可燃气体报警装置并满足：1.报警器须与事故排风机及燃气切断阀连锁联动（报警-启动排风-关闭切断阀）；2.报警器每年至少校准一次；3.已纳入消防开业前检查必查项；4.未安装或安装不合格的不得开业。建议选用具备CCCF消防产品认证的合格产品。,国家级法规,《安全生产法》第三十三条；GB 50028-2020,,,,高,,
